"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Ireland	"price increases, tax policy"	BM	1997	1					
Ireland	"price increases, tax policy"	campaign against water charges	2015	1					
Ireland	"price increases, tax policy"	Dublin Council of Trade Unions	2005	1					
Ireland	"price increases, tax policy"	Dublin Council of Trade Unions & Right2Water	2015	1					
Ireland	"price increases, tax policy"	farmers	1996	1					
Ireland	"price increases, tax policy"	farmers	2000	1					
Ireland	"price increases, tax policy"	farmers	2016	1					
Ireland	"price increases, tax policy"	fishermen	2008	1					
Ireland	"price increases, tax policy"	"Footwear and Clothing Against VAT Committee, which includes the Apparel Industries Federation, the Fashion and Footwear Federation, the Irish Fashion Group and the Irish Knitwear Exporters' Group."	1993	1					
Ireland	"price increases, tax policy"	"hairdressers, their employees, and workers in ancillary facilities"	1993	1					
Ireland	"price increases, tax policy"	hauliers	2006	1					
Ireland	"price increases, tax policy"	Irish Creamery Milk Suppliers Association	1993	1					
Ireland	"price increases, tax policy"	Irish Farmers Association (IFA)	1994	1					
Ireland	"price increases, tax policy"	Irish Farmers Association (IFA) 	1992	1					
Ireland	"price increases, tax policy"	Irish Farmers Association (IFA) 	2014	2					
Ireland	"price increases, tax policy"	Irish Haulage Association	2006	1					
Ireland	"price increases, tax policy"	"Irish Nurses' and Midwives' Organisation, Siptu and the Psychiatric Nurses' Association"	2014	1					
Ireland	"price increases, tax policy"	Irish Road Haulage Association	2014	1					
Ireland	"price increases, tax policy"	Irish Women Workersx policyi	1992	1					
Ireland	"price increases, tax policy"	mental health advocates	2015	1					
Ireland	"price increases, tax policy"	pensioners	2015	1					
Ireland	"price increases, tax policy"	pig farmers	1994	1					
Ireland	"price increases, tax policy"	potato and horticulture farmers	1993	1					
Ireland	"price increases, tax policy"	protesters	2003	5					
Ireland	"price increases, tax policy"	protesters	2005	1					
Ireland	"price increases, tax policy"	protesters	2012	1					
Ireland	"price increases, tax policy"	protesters	2014	1					
Ireland	"price increases, tax policy"	protesters	2015	2					
Ireland	"price increases, tax policy"	residents	2006	1					
Ireland	"price increases, tax policy"	Right2Change	2016	1					
Ireland	"price increases, tax policy"	Right2Water	2015	3					
Ireland	"price increases, tax policy"	"Right2Water demonstrators, trade unions"	2016	1					
Ireland	"price increases, tax policy"	Salmon Growers Association (ISGA) 	1994	1					
Ireland	"price increases, tax policy"	student union	1997	1					
Ireland	"price increases, tax policy"	students	2003	1					
Ireland	"price increases, tax policy"	Tax Justice Ireland & Debt and Development Coalition Ireland	2015	1					
Ireland	"price increases, tax policy"	taxi drivers federation	1997	1					
Ireland	"price increases, tax policy"	taxmen	1997	1					
Ireland	"price increases, tax policy"	Union member nurses	2015	1					
Ireland	"price increases, tax policy"	water charges protest	2015	1					
Ireland	"price increases, tax policy"	Water protesters	2015	2					
Ireland	"price increases, tax policy"	water protesters	2015	2					
Ireland	social restrictions	coalition of NUIG students societies	2015	1					
Ireland	social restrictions	Disability Federation of Ireland	1997	1					
Ireland	social restrictions	Equality Tribunal	2015	1					
Ireland	social restrictions	National Association for Mentally Handicapped	2003	1					
Ireland	social restrictions	pro-choice activists	2014	1					
Ireland	social restrictions	protesters	2012	1					
Ireland	social restrictions	Roopesh Panicker (member of the Hindu community)	2015	1					
Ireland	social restrictions	travelers	2006	1					
Ireland	social restrictions	Travellers	2015	1					
Ireland	social restrictions	undocumented migrants	2015	1					
Ireland	social restrictions	"women's aid, Oxfam"	1997	1					
Italy	labor wage dispute	"autoworkers, theater workers/supporters"	2009	1					
Italy	labor wage dispute	"C.G.I.L. (union), Fiat employees"	2002	1					
Italy	labor wage dispute	Eni refinery workers	2014	1					
Italy	labor wage dispute	Fiat employees	2002	2					
Italy	labor wage dispute	"Fiat employees, metalworkers"	2004	1					
Italy	labor wage dispute	Italian General Confederation of Labor	2005	1					
Italy	labor wage dispute	Italian General Confederation of Labor	2014	1					
Italy	labor wage dispute	"Italians, CGIL (union)"	2002	1					
Italy	labor wage dispute	"Italians, senior figures from the Greens and the two Communist parties"	2007	1					
Italy	labor wage dispute	labor unions	2002	1					
Italy	labor wage dispute	Neapolitans	2001	1					
Italy	labor wage dispute	opera orchestra musicians and chorus singers	2014	1					
Italy	labor wage dispute	protesters	2002	1					
Italy	labor wage dispute	"protesters, Fiat employees"	2002	1					
Italy	labor wage dispute	taxi drivers	2006	1					
Italy	labor wage dispute	taxi drivers	2007	2					
Italy	labor wage dispute	"three labor unions, workers"	2002	1					
Italy	labor wage dispute	three largest labor unions	2003	1					
Italy	labor wage dispute	"trade union, leftists, left-wing CGIL trade union confederation"	2002	1					
Italy	labor wage dispute	traffic police officers	2000	1					
Italy	labor wage dispute	union members	2012	1					
Italy	labor wage dispute	Workers	1993	1					
Italy	labor wage dispute	"workers, demonstrators"	2002	1					
Italy	labor wage dispute	"workers, unions, FIOM union "	2014	1					
Italy	land farm issue	activists	2011	1					
Italy	land farm issue	Italia Nostra (the conservation lobby)	1999	1					
Italy	land farm issue	local residents	2005	2					
Italy	land farm issue	"peasants, farmers"	2002	62					
Italy	land farm issue	protesters	2006	1					
Italy	land farm issue	residents	2010	52					
Italy	police brutality	Chinese merchants	2007	1					
Italy	police brutality	Italians	2001	1					
Italy	police brutality	Italians	2008	1					
Italy	police brutality	locals	2004	1					
Italy	police brutality	soccer fans	2004	1					
Italy	police brutality	soccer fans	2007	1					
Italy	"political behavior, process"	 artists and supporters	2005	1					
Italy	"political behavior, process"	 liberal Radical party politicians	2009	1					
Italy	"political behavior, process"	activists	2016	1					
Italy	"political behavior, process"	African community	2008	1					
Italy	"political behavior, process"	Albanians	1991	1					
Italy	"political behavior, process"	Ammazzateci Tutti	2006	1					
Italy	"political behavior, process"	antiwar activists	2005	1					
Italy	"political behavior, process"	anti-war demonstrators	2004	1					
Italy	"political behavior, process"	Armata dei Padri (Fathers' Armada)	2004	1					
Italy	"political behavior, process"	backpackers	1994	1					
Italy	"political behavior, process"	British and other foreign university lecturers	1998	1					
Italy	"political behavior, process"	"cyclists, bloggers"	2012	1					
Italy	"political behavior, process"	demonstrators	2001	1					
Italy	"political behavior, process"	demonstrators	2004	4					
Italy	"political behavior, process"	demonstrators	2008	1					
Italy	"political behavior, process"	"demonstrators, opposition supporters"	2002	1					
Italy	"political behavior, process"	Doctors	1992	1					
Italy	"political behavior, process"	Farmers	1990	1					
Italy	"political behavior, process"	Farmers	1997	1					
Italy	"political behavior, process"	Farmers	1998	1					
Italy	"political behavior, process"	farmers	2001	1					
Italy	"political behavior, process"	"Fascist Tricolour Flame party, rioters"	2006	1					
Italy	"political behavior, process"	GCIL (labor union)	2011	1					
Italy	"political behavior, process"	"Grillo's supporters, Five Star Movement"	2013	1					
Italy	"political behavior, process"	Indipendentzia Repubrica de Sardigna (Independent Republic of Sardinia) movement	2005	1					
Italy	"political behavior, process"	Indipendenza Veneta	2012	1					
Italy	"political behavior, process"	inmates	2000	1					
Italy	"political behavior, process"	Islanders	2006	1					
Italy	"political behavior, process"	Italians	2004	1					
Italy	"political behavior, process"	Italians	2007	1					
Italy	"political behavior, process"	Italians	2008	1					
Italy	"political behavior, process"	"Italians, Italian Press Federation"	2009	1					
Italy	"political behavior, process"	"Italians, youth"	2011	1					
Italy	"political behavior, process"	"kids, parents"	2004	1					
Italy	"political behavior, process"	labor & trade unions	2012	1					
Italy	"political behavior, process"	"leftist, anti-war activists, union members, student groups and radical organizations"	2001	1					
Italy	"political behavior, process"	left-wing Italian demonstrators	1992	1					
Italy	"political behavior, process"	Lega Nord	2014	1					
Italy	"political behavior, process"	lorry drivers	1999	2					
Italy	"political behavior, process"	mayors	2011	1					
Italy	"political behavior, process"	opposition MPs	2003	1					
Italy	"political behavior, process"	"opposition MPs, picketers"	2002	1					
Italy	"political behavior, process"	peace activists	2004	1					
Italy	"political behavior, process"	People	1991	1					
Italy	"political behavior, process"	People	1992	1					
Italy	"political behavior, process"	People	1993	3					
Italy	"political behavior, process"	People and police officers	1992	1					
Italy	"political behavior, process"	policemen	2002	1					
Italy	"political behavior, process"	Prisoners	1993	3					
Italy	"political behavior, process"	pro-EU	2016	1					
Italy	"political behavior, process"	protesters	2006	2					
Italy	"political behavior, process"	protesters	2007	2					
Italy	"political behavior, process"	protesters	2010	1					
Italy	"political behavior, process"	protesters	2011	1					
Italy	"political behavior, process"	protesters	2016	1					
Italy	"political behavior, process"	"protesters, ""black bloc"", students"	2010	1					
Italy	"political behavior, process"	"protesters, anti-globalization activists"	2003	1					
Italy	"political behavior, process"	"protesters, students"	2010	1					
Italy	"political behavior, process"	representatives of the Christian Democratic Center	2000	1					
Italy	"political behavior, process"	residents	2008	1					
Italy	"political behavior, process"	residents	2009	2					
Italy	"political behavior, process"	residents	2016	1					
Italy	"political behavior, process"	scooteristi	2014	1					
Italy	"political behavior, process"	secessionists	1999	1					
Italy	"political behavior, process"	Senators & MPs from Five Star Movement	2013	1					
Italy	"political behavior, process"	shopkeepers	1992	1					
Italy	"political behavior, process"	soccer hooligans	2010	1					
Italy	"political behavior, process"	Students	1995	1					
Italy	"political behavior, process"	students	2010	1					
Italy	"political behavior, process"	"students, Italians"	2011	1					
Italy	"political behavior, process"	"students, teachers"	2008	3					
Italy	"political behavior, process"	supporters of Berlusconi	2013	1					
Italy	"political behavior, process"	three biggest trade union confederations	2005	1					
Italy	"political behavior, process"	"three main unions, marchers"	2004	1					
Italy	"political behavior, process"	Trade Unions	1994	2					
Italy	"political behavior, process"	Workers	1992	1					
Italy	"political behavior, process"	Workers	1993	2					
Italy	"political behavior, process"	Workers	1994	1					
Italy	"political behavior, process"	Workers	1997	1					
Italy	"price increases, tax policy"	fishermen	2008	1					
Italy	"price increases, tax policy"	People	1996	1					
Italy	"price increases, tax policy"	pizzeria owners	2016	1					
Italy	"price increases, tax policy"	three largest labor unions	2012	1					
Italy	removal of politician	"activists, opposition politicians and others"	2001	1					
Italy	removal of politician	anti-Berlusconi demonstrators	2011	1					
Italy	removal of politician	Centre-Left supporters	2002	1					
Italy	removal of politician	demonstrators	2011	1					
Italy	removal of politician	Il Popolo Viola (Purple People)	2010	1					
Italy	removal of politician	Italians	2009	1					
Italy	removal of politician	"Italians, centre-left supporters"	2002	1					
Italy	removal of politician	"left-wing CGIL union, three main trade unions"	2002	1					
Italy	removal of politician	"women, Italian General Confederation of Labor"	2011	1					
Italy	social restrictions	anti gay-rights activists	2016	1					
Italy	social restrictions	gay-rights activists	2016	3					
Italy	social restrictions	"right-wing demonstrators, facists, neo-Nazis"	2000	1					
Italy	social restrictions	"Seventh Day ""Adventists"	2005	1					
Ivory Coast	labor wage dispute	army officers	2000	2					
Ivory Coast	labor wage dispute	civil servants	1990	1					
Ivory Coast	labor wage dispute	customs officers	1990	1					
Ivory Coast	labor wage dispute	Dozo hunters	2007	1					
Ivory Coast	labor wage dispute	Federation of Students and Scholars	1999	1					
Ivory Coast	labor wage dispute	firemen	1990	1					
Ivory Coast	labor wage dispute	FN soldiers	2007	1					
Ivory Coast	labor wage dispute	former rebels	2008	2					
Ivory Coast	labor wage dispute	Mutinous soldiers	1993	1					
Ivory Coast	labor wage dispute	police	1990	1					
Ivory Coast	labor wage dispute	soldiers	1990	1					
Ivory Coast	labor wage dispute	soldiers	1999	1					
Ivory Coast	labor wage dispute	soldiers	2008	1					
Ivory Coast	labor wage dispute	students	1999	2					
Ivory Coast	labor wage dispute	Taxi drivers	1990	1					
Ivory Coast	labor wage dispute	Teachers	1992	1					
Ivory Coast	labor wage dispute	workers	2001	1					
Ivory Coast	labor wage dispute	young army troops	1990	1					
Ivory Coast	police brutality	protesters	2003	1					
Ivory Coast	police brutality	protesters	2007	1					
Ivory Coast	police brutality	protesters	2011	1					
Ivory Coast	police brutality	Rally of Republicans (RDR) 	1999	1					
Ivory Coast	police brutality	students	2006	1					
Ivory Coast	police brutality	Taxi and minibus drivers	1998	1					
Ivory Coast	police brutality	Taxi drivers	1997	1					
Ivory Coast	police brutality	Taxi drivers	1998	2					
Ivory Coast	"political behavior, process"	Air Afrique workers	2001	1					
Ivory Coast	"political behavior, process"	Anti-government mobs	1992	1					
Ivory Coast	"political behavior, process"	civil servants and university students 	1990	1					
Ivory Coast	"political behavior, process"	Laurent Gbagbo supporters	2000	1					
Ivory Coast	"political behavior, process"	members of the Republican Front (FR)	1995	1					
Ivory Coast	"political behavior, process"	opposition	2016	2					
Ivory Coast	"political behavior, process"	opposition protesters	2010	1					
Ivory Coast	"political behavior, process"	opposition supporters	1999	1					
Ivory Coast	"political behavior, process"	People	1991	1					
Ivory Coast	"political behavior, process"	Primary school children and parents	1998	3					
Ivory Coast	"political behavior, process"	protesters	1999	2					
Ivory Coast	"political behavior, process"	protesters	2000	6					
Ivory Coast	"political behavior, process"	protesters	2001	1					
Ivory Coast	"political behavior, process"	protesters	2002	1					
Ivory Coast	"political behavior, process"	protesters	2003	14					
Ivory Coast	"political behavior, process"	protesters	2004	1					
Ivory Coast	"political behavior, process"	protesters	2005	1					
Ivory Coast	"political behavior, process"	protesters	2006	1					
Ivory Coast	"political behavior, process"	protesters	2007	1					
Ivory Coast	"political behavior, process"	protesters	2008	1					
Ivory Coast	"political behavior, process"	protesters	2010	13					
Ivory Coast	"political behavior, process"	protesters	2011	3					
Ivory Coast	"political behavior, process"	protestor supporters 	1990	1					
Ivory Coast	"political behavior, process"	Rally for Republicans (RDR)	1999	1					
Ivory Coast	"political behavior, process"	soldiers	2001	1					
Ivory Coast	"political behavior, process"	soldiers	2008	1					
Ivory Coast	"political behavior, process"	student union	2001	1					
Ivory Coast	"political behavior, process"	Students	1992	1					
Ivory Coast	"political behavior, process"	students	1999	2					
Ivory Coast	"political behavior, process"	supporters of the Republican Front	1998	1					
Ivory Coast	"political behavior, process"	supporters of the Republican Front opposition coalition	1995	1					
Ivory Coast	"political behavior, process"	the Ivorian People's Front supporters	1991	1					
Ivory Coast	"political behavior, process"	the Ivory Popular Front's supporters	1991	1					
Ivory Coast	"political behavior, process"	the local human rights league	1991	1					
Ivory Coast	"political behavior, process"	the People's Front	1991	1					
Ivory Coast	"political behavior, process"	The Rally of Republicans (RDR) and the Ivorian People's Front (FPI)	1998	1					
Ivory Coast	"political behavior, process"	the youth wing of the opposition Republicans' Rally (RDR)	1995	1					
Ivory Coast	"political behavior, process"	unions and university students	1991	1					
Ivory Coast	"political behavior, process"	university students	1990	5					
Ivory Coast	"political behavior, process"	university students	1991	1					
Ivory Coast	"political behavior, process"	university students	1992	3					
Ivory Coast	"political behavior, process"	university students	1994	1					
Ivory Coast	"political behavior, process"	university students	1997	1					
Ivory Coast	"political behavior, process"	women	2011	1					
Ivory Coast	"political behavior, process"	women supporters of Republican Front alliance	1995	1					
Ivory Coast	"price increases, tax policy"	protesters	1999	2					
Ivory Coast	"price increases, tax policy"	protesters	2006	1					
Ivory Coast	"price increases, tax policy"	protesters	2008	2					
Ivory Coast	"price increases, tax policy"	protesters	2016	2					
Ivory Coast	"price increases, tax policy"	students	2001	2					
Ivory Coast	removal of politician	opposition party	1990	1					
Ivory Coast	removal of politician	protesters	2003	1					
Ivory Coast	removal of politician	supporters of Ivorian Popular Front (FPI)	1995	1					
Ivory Coast	removal of politician	university students	1990	1					
Jamaica	labor wage dispute	civil servants	1991	1					
Jamaica	labor wage dispute	Jamaica Teachers' Association	2003	2					
Jamaica	labor wage dispute	protesters	2014	1					
Jamaica	labor wage dispute	teachers	2015	1					
Jamaica	police brutality	death row inmates	1993	90					
Jamaica	police brutality	local residents	2004	1					
Jamaica	police brutality	opposition leader Edward Seaga	2001	1					
Jamaica	police brutality	protesters	2014	4					
Jamaica	police brutality	residents and students	2004	1					
Jamaica	police brutality	taxi drivers	2003	1					
Jamaica	"political behavior, process"	local residents	1996	1					
Jamaica	"political behavior, process"	local residents	2002	1					
Jamaica	"political behavior, process"	Private Sector Organization of Jamaica	2005	1					
Jamaica	"political behavior, process"	"religious activists, students, and university protesters"	2014	1					
Jamaica	"political behavior, process"	Tivoli Gardens residents	2010	1					
Jamaica	"price increases, tax policy"	Jamaica Labour Party (JLP)	1991	1					
Jamaica	"price increases, tax policy"	opposition Jamaica Labor Party	2005	1					
Jamaica	"price increases, tax policy"	opposition Jamaica Labour Party	2014	1					
Jamaica	"price increases, tax policy"	spontaneous	1999	4					
Jamaica	"price increases, tax policy"	taxi and bus drivers	2003	1					
Mauritania	labor wage dispute	professors	2005	1					
Mauritania	labor wage dispute	protesters	2005	1					
Mauritania	police brutality	Initiative for the Resurgence of the Abolitionist Movement in Mauritania (IRA)	2015	1					
Mauritania	"political behavior, process"	Action for Change (Political Party	1998	1					
Mauritania	"political behavior, process"	anti slavery activists	2016	1					
Mauritania	"political behavior, process"	Black protesters	1992	1					
Mauritania	"political behavior, process"	Coordination of Democratic Opposition (COD)	2012	2					
Mauritania	"political behavior, process"	Coordination of Democratic Opposition (COD)	2013	3					
Mauritania	"political behavior, process"	deputies and members of the new government 	2009	1					
Mauritania	"political behavior, process"	Don?tical behavior, process new govern	2012	1					
Mauritania	"political behavior, process"	families of alleged coup-plotters	2005	1					
Mauritania	"political behavior, process"	female protesters	2004	1					
Mauritania	"political behavior, process"	imprisoned army officers	2003	5					
Mauritania	"political behavior, process"	imprisoned islamic leaders	2005	1					
Mauritania	"political behavior, process"	Initiative for the Resurgence of the Abolitionist Movement	2016	1					
Mauritania	"political behavior, process"	journalists	2009	1					
Mauritania	"political behavior, process"	lawyers	2004	1					
Mauritania	"political behavior, process"	National Front for Defense and Democracy	2008	1					
Mauritania	"political behavior, process"	National Front for the Defence of Democracy	2008	1					
Mauritania	"political behavior, process"	National Front for the Defence of Democracy (FNDD)	2008	1					
Mauritania	"political behavior, process"	National Front for the Defence of the Democracy (FNDD) and the Rally for Democratic Forces (RFD) 	2009	1					
Mauritania	"political behavior, process"	opposition activists	2000	1					
Mauritania	"political behavior, process"	opposition activists	2012	1					
Mauritania	"political behavior, process"	opposition groups	2009	1					
Mauritania	"political behavior, process"	opposition party	2001	1					
Mauritania	"political behavior, process"	opposition Rally of Democratic Forces	2012	1					
Mauritania	"political behavior, process"	people	1992	1					
Mauritania	"political behavior, process"	political parties including an alliance opposed to the coup	2009	1					
Mauritania	"political behavior, process"	prisoners	2004	1					
Mauritania	"political behavior, process"	pro-democracy activists	2008	1					
Mauritania	"political behavior, process"	protesters	2003	1					
Mauritania	"political behavior, process"	protesters	2004	2					
Mauritania	"political behavior, process"	protesters	2008	4					
Mauritania	"political behavior, process"	protesters	2009	5					
Mauritania	"political behavior, process"	protesters	2011	1					
Mauritania	"political behavior, process"	protesters	2012	4					
Mauritania	"political behavior, process"	protesters	2013	1					
Mauritania	"political behavior, process"	protesters	2015	1					
Mauritania	"political behavior, process"	protesters	2016	4					
Mauritania	"political behavior, process"	protesters 	2000	2					
Mauritania	"political behavior, process"	protesters 	2002	1					
Mauritania	"political behavior, process"	protesters 	2003	2					
Mauritania	"political behavior, process"	students	1999	2					
Mauritania	"political behavior, process"	students	2000	1					
Mauritania	"political behavior, process"	students	2005	1					
Mauritania	"political behavior, process"	students	2010	1					
Mauritania	"political behavior, process"	students	2012	1					
Mauritania	"political behavior, process"	university students	1999	1					
Mauritania	"political behavior, process"	university students	2014	1					
Mauritania	"political behavior, process"	Women	1992	1					
Mauritania	"political behavior, process"	women	2009	1					
Mauritania	"political behavior, process"	Women (members of black Hal-Pulaar ethnic group)	1991	1					
Mauritania	"political behavior, process"	workers	2000	1					
Mauritania	"political behavior, process"	youths	2012	1					
Mauritania	"price increases, tax policy"	people	1992	1					
Mauritania	"price increases, tax policy"	protesters	2007	3					
Mauritania	"price increases, tax policy"	six Mauritanian political movements	1991	1					
Mauritania	"price increases, tax policy"	students and protesters	2007	1					
Mauritania	"price increases, tax policy"	women	2012	1					
Mauritania	removal of politician	People	1992	1					
Mauritius	labor wage dispute	Bangladeshi Workers	2009	1					
Mauritius	labor wage dispute	Bangladeshi Workers	2013	1					
Mauritius	labor wage dispute	Civil Servants	2000	1					
Mauritius	labor wage dispute	Fishermen	2000	1					
Mauritius	labor wage dispute	Fishermen	2006	1					
Mauritius	labor wage dispute	Health Care Assistants 	2005	5					
Mauritius	labor wage dispute	Public Officers	2000	1					
Mauritius	police brutality	Fans of Kaya (musician)	1999	4					
Mauritius	"political behavior, process"	 former prime minister Navinchandra Ramgoolam supporters	2015	1					
Mauritius	"political behavior, process"	Muslims 	2007	1					
Mauritius	"political behavior, process"	Opposition parties, processnchand	1993	1					
Mauritius	"political behavior, process"	Residents of Quatre Bornes 	1999	1					
Mauritius	removal of politician	National Civic Movement 	2000	1					
Mexico	labor wage dispute	circus performers	2014	1					
Mexico	labor wage dispute	government bureaucrats	2000	1					
Mexico	labor wage dispute	government retirees	2000	1					
Mexico	labor wage dispute	police officers	2000	1					
Mexico	labor wage dispute	riot policemen	2000	1					
Mexico	labor wage dispute	teachers union	2006	198					
Mexico	labor wage dispute	teachers' union	2013	24					
Mexico	land farm issue	"artists, architects"	2016	1					
Mexico	land farm issue	farmers	2002	5					
Mexico	land farm issue	local peasants	1995	8					
Mexico	police brutality	local residents	2006	2					
Mexico	police brutality	local residents	2012	1					
Mexico	police brutality	local villagers	2000	1					
Mexico	police brutality	local villagers	2001	2					
Mexico	police brutality	"masked men, farmers"	2014	1					
Mexico	police brutality	PRI-affiliated municipal workers union	1999	1					
Mexico	police brutality	protesters	2014	4					
Mexico	police brutality	residents	2000	1					
Mexico	police brutality	"students, teachers"	2014	1					
Mexico	police brutality	"students, teachers, activists"	2014	3					
Mexico	police brutality	Survivors of murdered villagers and members of the Zapatista rebel movement	1998	2					
Mexico	police brutality	teachers	2014	1					
Mexico	police brutality	teachers and students	2014	1					
Mexico	"political behavior, process"	abortion opponents	2007	1					
Mexico	"political behavior, process"	Americas division of Human Rights Watch	2016	1					
Mexico	"political behavior, process"	armed leftists	1990	1					
Mexico	"political behavior, process"	church leaders	2007	1					
Mexico	"political behavior, process"	crime victims and their families	2004	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party 	1990	60					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1990	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1991	54					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1992	37					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1994	2					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1995	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1996	19					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1997	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	1999	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	2004	1					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	2005	2					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	2006	49					
Mexico	"political behavior, process"	Democratic Revolutionary Party (PRD)	2008	1					
Mexico	"political behavior, process"	disputed - see Notes	2009	1					
Mexico	"political behavior, process"	dissident labor unions	1996	1					
Mexico	"political behavior, process"	dissident Mexican army soldiers	1998	1					
Mexico	"political behavior, process"	El Barzon (protest group)	1995	1					
Mexico	"political behavior, process"	farm workers supporting Amado Avendano	1995	1					
Mexico	"political behavior, process"	farmers	2003	1					
Mexico	"political behavior, process"	impoverished rural Mexicans	2001	1					
Mexico	"political behavior, process"	independent unions and leftist political groups	1995	1					
Mexico	"political behavior, process"	Indian women	1998	1					
Mexico	"political behavior, process"	Institutional Revolutionary Party	1991	3					
Mexico	"political behavior, process"	Javier Sicilia (poet)	2011	5					
Mexico	"political behavior, process"	labor unions	2006	1					
Mexico	"political behavior, process"	leftist demonstrators	1990	1					
Mexico	"political behavior, process"	local peasants	2014	1					
Mexico	"political behavior, process"	local residents	1999	1					
Mexico	"political behavior, process"	local residents 	1994	1					
Mexico	"political behavior, process"	locals	2014	2					
Mexico	"political behavior, process"	Mexican Electrical Workers Union (SME)	2009	2					
Mexico	"political behavior, process"	municipal police officers	2010	4					
Mexico	"political behavior, process"	National Action Party 	1990	2					
Mexico	"political behavior, process"	National March for the Family	2016	1					
Mexico	"political behavior, process"	"National Union of Workers, farming organizations"	2008	1					
Mexico	"political behavior, process"	no organizing group	1997	1					
Mexico	"political behavior, process"	opposition candidates	1991	1					
Mexico	"political behavior, process"	opposition parties	1991	1					
Mexico	"political behavior, process"	opposition parties	1992	1					
Mexico	"political behavior, process"	"parents, students, protesters"	2015	1					
Mexico	"political behavior, process"	Party of the Democratic Revolution	1992	40					
Mexico	"political behavior, process"	peasant farmers	1994	4					
Mexico	"political behavior, process"	peasants	1994	4					
Mexico	"political behavior, process"	peasants from San Agustin	1996	1					
Mexico	"political behavior, process"	police officers	1996	1					
Mexico	"political behavior, process"	PRI militants	1995	3					
Mexico	"political behavior, process"	protesters	2015	3					
Mexico	"political behavior, process"	pro-Zapatista demonstrators	1998	1					
Mexico	"political behavior, process"	pro-Zapatista peasants	1995	2					
Mexico	"political behavior, process"	relatives & friends of the 43 studentskidnapped/killed	2015	6					
Mexico	"political behavior, process"	"relatives & friends of the 43 studentskidnapped/killed, protesters"	2015	1					
Mexico	"political behavior, process"	residents	2009	1					
Mexico	"political behavior, process"	street vendors	1992	1					
Mexico	"political behavior, process"	street vendors	2007	1					
Mexico	"political behavior, process"	students	2014	2					
Mexico	"political behavior, process"	students	2015	1					
Mexico	"political behavior, process"	sugar cane workers	1994	1					
Mexico	"political behavior, process"	supporters of Vicente Fox	2000	1					
Mexico	"political behavior, process"	Teacher's Union	2016	75					
Mexico	"political behavior, process"	The National Coordinator of Educational Workers (CNTE)	2015	8					
Mexico	"political behavior, process"	village women	1998	1					
Mexico	"political behavior, process"	women opposed to privatization of the state oil company	1996	1					
Mexico	"political behavior, process"	women's rights groups	2007	1					
Mexico	"political behavior, process"	youths	2012	1					
Mexico	"political behavior, process"	Zapatista Movement of the South	1994	1					
Mexico	"political behavior, process"	Zapatista rebels	1997	7					
Mexico	"political behavior, process"	Zapatista supporters	1995	1					
Mexico	"political behavior, process"	Zapatista supporters	1999	1					
Mexico	"political behavior, process"	Zapatista supporters	2001	1					
Mexico	"political behavior, process"	Zapatista supporters and PRD supporters	1994	1					
Mexico	"political behavior, process"	Zapatista villagers	1998	1					
Mexico	"price increases, tax policy"	"left-wing parties, unions, and peasant organizations"	2007	1					
Mexico	"price increases, tax policy"	middle- and upper-class housewives	1995	1					
Mexico	removal of politician	anti president	2016	1					
Mexico	removal of politician	protesters	2015	1					
Moldova	labor wage dispute	"demonstrators, unions"	1999	5					
Moldova	labor wage dispute	"Employees of libraries, theaters and the Kishinev Philharmonic"	1998	1					
Moldova	labor wage dispute	"factory and health workers, farmers, teachers and others"	1999	1					
Moldova	labor wage dispute	pensioners	2000	1					
Moldova	labor wage dispute	public transport workers & drivers	1998	1					
Moldova	labor wage dispute	"students, teachers"	1995	2					
Moldova	labor wage dispute	"students, teachers, pensioners, protesters"	1995	1					
Moldova	labor wage dispute	"teachers, doctors, students"	2000	1					
Moldova	labor wage dispute	"The General Federation of Unions, workers, students"	1998	1					
Moldova	police brutality	journalists	2003	1					
Moldova	police brutality	supporters of the opposition mayor of Chisinau	2004	1					
Moldova	"political behavior, process"	16 Moldovan opposition parties	2003	1					
Moldova	"political behavior, process"	"anti-Communist demonstrators, young Moldovans, Hyde Park and ThinkMoldova (youth movements), students"	2009	1					
Moldova	"political behavior, process"	Civic Platform DA (Dignity and Justice)	2016	104					
Moldova	"political behavior, process"	"Communist Party supporters, elderly"	2013	1					
Moldova	"political behavior, process"	communists	1993	1					
Moldova	"political behavior, process"	"communists, opposition supporters"	2012	4					
Moldova	"political behavior, process"	demonstrators	1993	1					
Moldova	"political behavior, process"	demonstrators	2004	1					
