Country name,Year,Region,Protest,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Number of Participants in Protest,Reported participation in protest,Protester Group Identity,Primary Protester Demands [Demand 1],Primary State Response to protests [Response 1],Time Spending
Honduras,2015,Central America,1,7,8,2015,7,8,2015,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Honduras,2015,Central America,1,30,9,2015,30,9,2015,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Honduras,2015,Central America,1,4,11,2015,4,11,2015,1,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Honduras,2015,Central America,1,4,11,2015,4,11,2015,1,100-999,500,protesters,"political behavior, process",ignore,1
Honduras,1994,Central America,1,12,10,1994,12,10,1994,0,,80,Red Cross workers,"political behavior, process",ignore,1
Honduras,2015,Central America,1,18,3,2015,18,3,2015,1,50-99,50+,students,"political behavior, process",crowd dispersal,1
Honduras,2016,Central America,1,3,3,2016,3,3,2016,1,50-99,dozens,students; environmental/human rights activists,"political behavior, process",crowd dispersal,1
Honduras,1993,Central America,1,17,3,1993,17,3,1993,0,,1000s,teachers' Union,"political behavior, process",ignore,1
Honduras,1993,Central America,1,17,3,1993,17,3,1993,0,,2000,University students,"political behavior, process",ignore,1
Honduras,1992,Central America,1,20,2,1992,20,2,1992,0,,100s,university students and environmental groups,"political behavior, process",ignore,1
Honduras,2011,Central America,1,8,3,2011,8,3,2011,0,,100,War on Want and Codemuh,"political behavior, process",ignore,1
Honduras,1997,Central America,1,5,5,1997,12,5,1997,0,,3000,Indians,"price increases, tax policy",crowd dispersal,8
Honduras,1999,Central America,1,25,1,1999,25,1,1999,0,,3000,Indians,"price increases, tax policy",ignore,1
Honduras,1998,Central America,1,14,8,1998,14,8,1998,0,,20000,Union members and supporters,"price increases, tax policy",ignore,1
Honduras,2015,Central America,1,26,6,2015,26,6,2015,0,>10000,50000,protesters,removal of politician,crowd dispersal,1
Honduras,2015,Central America,1,3,7,2015,3,7,2015,0,>10000,100000,protesters,removal of politician,ignore,1
Honduras,2015,Central America,1,24,7,2015,24,7,2015,0,2000-4999,1000s,protesters,removal of politician,ignore,1
Honduras,2015,Central America,1,31,7,2015,31,7,2015,0,2000-4999,1000s,protesters,removal of politician,ignore,1
Honduras,2015,Central America,1,14,8,2015,14,8,2015,0,2000-4999,1000s,protesters,removal of politician,ignore,1
Honduras,2015,Central America,1,21,8,2015,21,8,2015,0,2000-4999,1000s,protesters,removal of politician,ignore,1
Hungary,1992,Europe,1,7,3,1992,7,3,1992,0,>10000,20000,health workers,labor wage dispute,ignore,1
Hungary,1990,Europe,1,29,1,1990,29,1,1990,0,>10000,20000+,official trade union federation,labor wage dispute,ignore,1
Hungary,1999,Europe,1,1,5,1999,1,5,1999,0,5000-10000,5000,protesters,labor wage dispute,ignore,1
Hungary,2001,Europe,1,24,3,2001,24,3,2001,0,>10000,30000,protesters,labor wage dispute,ignore,1
Hungary,1990,Europe,1,26,9,1990,26,9,1990,0,>10000,20000,students,labor wage dispute,ignore,1
Hungary,1990,Europe,1,10,2,1990,10,2,1990,0,>10000,15000,small land owners,land farm issue,ignore,1
Hungary,1992,Europe,1,24,9,1992,24,9,1992,0,>10000,50000,"anarchists, feminists, trade unions, religious bodies, and political parties","political behavior, process",ignore,1
Hungary,2015,Europe,1,2,9,2015,2,9,2015,0,100-999,100s,asylum-seekers,"political behavior, process",crowd dispersal,1
Hungary,1992,Europe,1,21,6,1992,21,6,1992,0,50-99,50+,bioworm producers,"political behavior, process",ignore,1
Hungary,2013,Europe,1,20,4,2013,20,4,2013,0,100-999,100s,cyclists,"political behavior, process",ignore,1
Hungary,2002,Europe,1,15,7,2002,15,7,2002,0,100-999,300,farmers,"political behavior, process",ignore,1
Hungary,2009,Europe,1,15,3,2009,15,3,2009,0,2000-4999,1000s,Fidesz party,"political behavior, process",ignore,1
Hungary,2011,Europe,1,17,6,2011,17,6,2011,0,5000-10000,10000,Hungarians,"political behavior, process",ignore,1
Hungary,2015,Europe,1,1,9,2015,1,9,2015,0,2000-4999,1000s,migrants,"political behavior, process",crowd dispersal,1
Hungary,2015,Europe,1,16,9,2015,16,9,2015,1,100-999,100s,migrants,"political behavior, process",crowd dispersal,1
Hungary,2016,Europe,1,22,7,2016,22,7,2016,0,100-999,100s,migrants,"political behavior, process",ignore,1
Hungary,1990,Europe,1,3,2,1990,3,2,1990,0,>10000,50+,protesters,"political behavior, process",ignore,1
Hungary,1993,Europe,1,30,10,1993,30,10,1993,0,5000-10000,10000,protesters,"political behavior, process",ignore,1
Hungary,1994,Europe,1,10,3,1994,10,3,1994,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Hungary,1994,Europe,1,14,3,1994,15,3,1994,0,>10000,30000,protesters,"political behavior, process",ignore,2
Hungary,1995,Europe,1,12,5,1995,12,5,1995,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Hungary,1998,Europe,1,28,2,1998,28,2,1998,0,5000-10000,10000,protesters,"political behavior, process",ignore,1
Hungary,2000,Europe,1,14,3,2000,14,3,2000,0,2000-4999,2000,protesters,"political behavior, process",ignore,1
Hungary,2007,Europe,1,15,3,2007,15,3,2007,1,1000-1999,1000,protesters,"political behavior, process",crowd dispersal,1
Hungary,2009,Europe,1,15,3,2009,15,3,2009,0,1000-1999,1000,protesters,"political behavior, process",arrests,1
Hungary,2011,Europe,1,23,10,2011,23,10,2011,0,>10000,10000s,protesters,"political behavior, process",ignore,1
Hungary,2011,Europe,1,23,12,2011,23,12,2011,0,2000-4999,1000s,protesters,"political behavior, process",crowd dispersal,1
Hungary,2012,Europe,1,2,1,2012,2,1,2012,0,>10000,30000,protesters,"political behavior, process",ignore,1
Hungary,2013,Europe,1,9,3,2013,9,3,2013,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Hungary,2013,Europe,1,11,3,2013,11,3,2013,0,50-99,50+,protesters,"political behavior, process",ignore,1
Hungary,2015,Europe,1,7,12,2015,7,12,2015,0,50-99,50+,protesters,"political behavior, process",ignore,1
Hungary,2016,Europe,1,16,10,2016,16,10,2016,0,100-999,100s,protesters,"political behavior, process",ignore,1
Hungary,2015,Europe,1,13,12,2015,13,12,2015,0,100-999,100s,"protesters and US special envoy to combat and monitor anti-Semitism, Ira Forman","political behavior, process",ignore,1
Hungary,2015,Europe,1,15,9,2015,15,9,2015,0,100-999,100s,refugees,"political behavior, process",ignore,1
Hungary,1999,Europe,1,29,3,1999,29,3,1999,1,1000-1999,1000+,Serbs,"political behavior, process",crowd dispersal,1
Hungary,2002,Europe,1,31,8,2002,31,8,2002,0,>10000,100000+,supporters of Viktor Orban,"political behavior, process",ignore,1
Hungary,2007,Europe,1,21,11,2007,21,11,2007,0,2000-4999,1000s,workers,"political behavior, process",ignore,1
Hungary,1996,Europe,1,31,1,1996,31,1,1996,0,50-99,50+,breeders,"price increases, tax policy",ignore,1
Hungary,2014,Europe,1,22,10,2014,22,10,2014,0,>10000,10000+,protesters,"price increases, tax policy",ignore,1
Hungary,2014,Europe,1,26,10,2014,26,10,2014,0,>10000,100000,protesters,"price increases, tax policy",ignore,1
Hungary,2014,Europe,1,28,10,2014,28,10,2014,0,>10000,100000,protesters,"price increases, tax policy",accomodation,1
Hungary,1990,Europe,1,26,10,1990,27,10,1990,0,2000-4999,1000s,taxi and lorry drivers,"price increases, tax policy",accomodation,2
Hungary,2007,Europe,1,23,10,2007,23,10,2007,0,>10000,10000s,"Fidesz party, far-right groups",removal of politician,ignore,1
Hungary,2006,Europe,1,17,9,2006,18,9,2006,1,2000-4999,1000s,protesters,removal of politician,crowd dispersal,2
Hungary,2006,Europe,1,19,9,2006,19,9,2006,1,5000-10000,10000,protesters,removal of politician,crowd dispersal,1
Hungary,2006,Europe,1,20,9,2006,21,9,2006,1,5000-10000,10000,protesters,removal of politician,crowd dispersal,2
Hungary,2006,Europe,1,24,9,2006,24,9,2006,0,>10000,30000,protesters,removal of politician,ignore,1
Hungary,2006,Europe,1,25,9,2006,25,9,2006,0,2000-4999,1000s,protesters,removal of politician,ignore,1
Hungary,2006,Europe,1,6,10,2006,6,10,2006,0,>10000,80000,protesters,removal of politician,ignore,1
Hungary,2006,Europe,1,23,10,2006,24,10,2006,1,>10000,10000s,protesters,removal of politician,crowd dispersal,2
Hungary,2007,Europe,1,15,3,2007,15,3,2007,1,>10000,200000,protesters,removal of politician,crowd dispersal,1
Hungary,2007,Europe,1,22,10,2007,22,10,2007,1,2000-4999,1000s,protesters,removal of politician,crowd dispersal,1
Hungary,2012,Europe,1,27,11,2012,27,11,2012,0,100-999,100s,protesters,social restrictions,ignore,1
India,2006,Asia,1,1,2,2006,1,2,2006,0,,1000,airport workers,labor wage dispute,beatings,1
India,2000,Asia,1,20,11,2000,22,11,2000,1,,1000,"factory owners, workers",labor wage dispute,crowd dispersal,3
India,2005,Asia,1,26,7,2005,27,7,2005,1,,50,"Honda employees, Communist Party",labor wage dispute,beatings,2
India,2006,Asia,1,5,11,2006,5,11,2006,1,,17000,police candidates,labor wage dispute,crowd dispersal,1
India,2015,Asia,1,11,8,2015,11,8,2015,0,50-99,>50,state employees,labor wage dispute,crowd dispersal,1
India,2015,Asia,1,22,4,2015,22,4,2015,0,>10000,>10000,"Aam Aadmi Party, farmers",land farm issue,ignore,1
India,1999,Asia,1,5,8,1999,11,8,1999,0,,50,"activists, local villagers",land farm issue,ignore,7
India,2000,Asia,1,1,11,2000,1,11,2000,1,,50,environmentalists,land farm issue,ignore,1
India,1998,Asia,1,12,1,1998,12,1,1998,1,,100,farmers,land farm issue,killings,1
India,2007,Asia,1,9,2,2007,9,2,2007,0,,4000,farmers,land farm issue,accomodation,1
India,2007,Asia,1,14,3,2007,14,3,2007,1,,40000,farmers,land farm issue,killings,1
India,2008,Asia,1,21,8,2008,21,8,2008,0,,1000,farmers,land farm issue,beatings,1
India,2008,Asia,1,28,8,2008,29,8,2008,1,,10000,farmers,land farm issue,accomodation,2
India,2007,Asia,1,18,3,2007,18,3,2007,0,,500,"farmers, villagers",land farm issue,accomodation,1
India,2008,Asia,1,4,8,2008,9,8,2008,1,,1000,"Hindus, Muslims",land farm issue,killings,6
India,2006,Asia,1,2,1,2006,2,1,2006,1,,100,indigenous tribe,land farm issue,killings,1
India,2006,Asia,1,2,10,2006,2,10,2006,0,,1000,"indigenous tribe, environmentalists",land farm issue,ignore,1
India,2007,Asia,1,2,10,2007,28,10,2007,0,,25000,"indigenous tribes, rural peasants",land farm issue,accomodation,27
India,2011,Asia,1,7,5,2011,7,5,2011,1,,100s,local residents,land farm issue,beatings,1
India,2006,Asia,1,2,5,2006,4,5,2006,1,,50,Muslims,land farm issue,accomodation,3
India,2008,Asia,1,23,6,2008,1,7,2008,1,,10000,"Muslims, separatists",land farm issue,shootings,9
India,1997,Asia,1,3,10,1997,3,10,1997,0,,10000,"women, local villagers",land farm issue,ignore,1
India,1998,Asia,1,12,1,1998,12,1,1998,0,,25000,"women, local villagers",land farm issue,accomodation,1
India,1990,Asia,1,1,8,1990,1,8,1990,0,,15000,Christians,police brutality,ignore,1
India,1998,Asia,1,4,12,1998,4,12,1998,0,,10000,Christians,police brutality,ignore,1
India,2013,Asia,1,18,7,2013,18,7,2013,1,,100s,local residents,police brutality,shootings,1
India,2013,Asia,1,19,7,2013,19,7,2013,1,,100s,local residents,police brutality,crowd dispersal,1
India,1993,Asia,1,2,8,1993,4,8,1993,0,,1000,locals,police brutality,killings,3
India,2000,Asia,1,3,4,2000,3,4,2000,0,,1000,locals,police brutality,killings,1
India,2004,Asia,1,5,7,2004,6,7,2004,1,,1000,locals,police brutality,accomodation,2
India,2007,Asia,1,6,2,2007,6,2,2007,0,,1000,locals,police brutality,crowd dispersal,1
India,2007,Asia,1,16,3,2007,16,3,2007,1,,800,locals,police brutality,arrests,1
India,1997,Asia,1,13,7,1997,13,7,1997,1,,1000,low-caste,police brutality,ignore,1
India,1996,Asia,1,24,3,1996,25,3,1996,0,,50,Muslims,police brutality,crowd dispersal,2
India,2001,Asia,1,15,2,2001,15,2,2001,1,,3000,Muslims,police brutality,killings,1
India,2007,Asia,1,20,5,2007,20,5,2007,0,,100,Muslims,police brutality,ignore,1
India,2008,Asia,1,13,8,2008,13,8,2008,1,,1000,Muslims,police brutality,crowd dispersal,1
India,2009,Asia,1,8,7,2009,8,7,2009,1,,100,Muslims,police brutality,crowd dispersal,1
India,2001,Asia,1,19,2,2001,19,2,2001,1,,3000,"Muslims, separatists",police brutality,arrests,1
India,2001,Asia,1,21,8,2001,21,8,2001,1,,300,National Democratic Alliance supporters,police brutality,arrests,1
India,2014,Asia,1,4,11,2014,4,11,2014,1,100-999,50+,protesters,police brutality,ignore,1
India,2015,Asia,1,18,4,2015,18,4,2015,1,50-99,>50,protesters,police brutality,shootings,1
India,2010,Asia,1,1,9,2010,1,9,2010,0,,100,separatists,police brutality,crowd dispersal,1
India,2002,Asia,1,31,12,2002,31,12,2002,1,,1000,students,police brutality,crowd dispersal,1
India,2014,Asia,1,3,6,2014,3,6,2016,1,2000-4999,"About 2,000 people","A group that was calling for higher gasoline subsidies, the use of gold coins as currency and punishment for nonvegetarians.","political behavior, process",crowd dispersal,732
India,2008,Asia,1,3,12,2008,3,12,2008,0,,10000,affluent urbanites,"political behavior, process",ignore,1
India,2011,Asia,1,27,12,2011,28,12,2011,0,,5000,Anna Hazare,"political behavior, process",accomodation,2
India,2011,Asia,1,16,8,2011,28,8,2011,0,,1000s,Anna Hazare (leader of anti-corruption movement),"political behavior, process",arrests,13
India,2011,Asia,1,11,12,2011,12,12,2011,0,,100s,Anna Hazare (leader of anti-corruption movement),"political behavior, process",ignore,2
India,2012,Asia,1,29,7,2012,29,7,2012,0,,1000s,Anna Hazare (leader of anti-corruption movement),"political behavior, process",ignore,1
India,1998,Asia,1,6,8,1998,6,8,1998,0,,1000,anti-arms race,"political behavior, process",ignore,1
India,1998,Asia,1,19,6,1998,19,6,1998,0,,2000,"anti-arms race, center-left party","political behavior, process",ignore,1
India,2012,Asia,1,13,8,2012,13,8,2012,0,,1000s,Baba Ramdev,"political behavior, process",arrests,1
India,2002,Asia,1,3,7,2002,3,7,2002,0,,100,Bhopal gas-leak victims,"political behavior, process",accomodation,1
India,2008,Asia,1,28,3,2008,28,3,2008,0,,70,Bhopal gas-leak victims,"political behavior, process",ignore,1
India,2010,Asia,1,7,6,2010,7,6,2010,0,,100,Bhopal gas-leak victims,"political behavior, process",ignore,1
India,2001,Asia,1,3,4,2001,3,4,2001,1,,2000,commuters,"political behavior, process",crowd dispersal,1
India,2016,Asia,1,20,7,2016,20,7,2016,1,50-99,>50,Dalit campaign group,"political behavior, process",crowd dispersal,1
India,2006,Asia,1,15,5,2006,15,5,2006,0,,1000,"doctors, students","political behavior, process",ignore,1
India,2001,Asia,1,30,6,2001,30,6,2001,0,,50000,farmers,"political behavior, process",ignore,1
India,2009,Asia,1,3,9,2009,3,9,2009,0,,10000,farmers,"political behavior, process",ignore,1
India,1994,Asia,1,4,4,1994,4,4,1994,1,,100000,"farmers, students, businessmen, leftist parties","political behavior, process",crowd dispersal,1
India,2015,Asia,1,5,3,2015,5,3,2015,0,50-99,>50,"female MPs, opposition MPs","political behavior, process",ignore,1
India,2004,Asia,1,4,8,2004,4,8,2004,1,,5000,flood victims,"political behavior, process",shootings,1
India,1994,Asia,1,23,11,1994,23,11,1994,0,,50000,Gowari-Gond caste,"political behavior, process",crowd dispersal,1
India,1994,Asia,1,2,10,1994,2,10,1994,0,,7000,Himalayan residents,"political behavior, process",killings,1
India,2008,Asia,1,3,7,2008,3,7,2008,1,,50,Hindu hardliners,"political behavior, process",ignore,1
India,1993,Asia,1,25,2,1993,25,2,1993,0,,1000,"Hindu hardliners, Bharatiya Janata Party","political behavior, process",crowd dispersal,1
India,2005,Asia,1,6,7,2005,6,7,2005,1,,1000,"Hindu hardliners, Bharatiya Janata Party","political behavior, process",beatings,1
India,2007,Asia,1,14,9,2007,14,9,2007,1,,1000,"Hindu hardliners, BJP supporters","political behavior, process",crowd dispersal,1
India,2015,Asia,1,10,11,2015,10,11,2015,0,50-99,>50,Hindu nationalists,"political behavior, process",crowd dispersal,1
India,2007,Asia,1,7,1,2007,8,1,2007,0,,1000,Hindu sadhus,"political behavior, process",ignore,2
India,2001,Asia,1,18,6,2001,18,6,2001,1,,100,Hindus hardliners,"political behavior, process",killings,1
India,2015,Asia,1,18,3,2015,18,3,2015,0,100-999,100,"Indian National Congress, opposition parties","political behavior, process",ignore,1
India,2015,Asia,1,24,8,2015,24,8,2015,0,50-99,>50,Jain community,"political behavior, process",ignore,1
India,1996,Asia,1,8,12,1996,8,12,1996,1,,1000,Jayalalitha supporters,"political behavior, process",arrests,1
India,2016,Asia,1,12,9,2016,12,9,2016,1,50-99,>50,Karnataka citizens,"political behavior, process",crowd dispersal,1
India,2002,Asia,1,13,9,2002,13,9,2002,1,,1000,Kashmir separatists,"political behavior, process",crowd dispersal,1
India,2012,Asia,1,6,7,2012,6,7,2012,1,,1000s,local residents,"political behavior, process",crowd dispersal,1
India,2013,Asia,1,22,2,2013,22,2,2013,0,,100s,local residents,"political behavior, process",accomodation,1
India,2013,Asia,1,1,8,2013,1,8,2013,1,,1000s,local residents,"political behavior, process",arrests,1
India,2011,Asia,1,20,4,2011,11,5,2011,1,,100s,"local residents, activists","political behavior, process",crowd dispersal,22
India,2004,Asia,1,15,8,2004,15,8,2004,1,,50,locals,"political behavior, process",crowd dispersal,1
India,2008,Asia,1,30,11,2008,30,11,2008,0,,100,locals,"political behavior, process",ignore,1
India,1997,Asia,1,11,7,1997,11,7,1997,1,,6000,low-caste,"political behavior, process",killings,1
India,2016,Asia,1,12,2,2016,21,2,2016,1,100-999,>100,Members of the lower-caste Jat agricultural community,"political behavior, process",killings,10
India,1990,Asia,1,23,2,1990,23,2,1990,0,,400000,Muslim separatists,"political behavior, process",ignore,1
India,1990,Asia,1,1,5,1990,1,5,1990,0,,100000,Muslim separatists,"political behavior, process",ignore,1
India,1990,Asia,1,8,1,1990,8,1,1990,1,,50,Muslim separatists,"political behavior, process",killings,1
India,1990,Asia,1,21,1,1990,22,1,1990,1,,1000,Muslim separatists,"political behavior, process",killings,2
India,1990,Asia,1,1,3,1990,1,3,1990,1,,50,Muslim separatists,"political behavior, process",killings,1
India,1993,Asia,1,22,10,1993,22,10,1993,0,,50,Muslim separatists,"political behavior, process",killings,1
India,1996,Asia,1,30,5,1996,30,5,1996,0,,50,Muslims,"political behavior, process",shootings,1
India,2007,Asia,1,18,5,2007,19,5,2007,1,,100,Muslims,"political behavior, process",crowd dispersal,2
India,1995,Asia,1,11,5,1995,18,5,1995,1,,50,"Muslims, separatists","political behavior, process",shootings,8
India,2001,Asia,1,23,2,2001,23,2,2001,1,,50,"Muslims, separatists","political behavior, process",crowd dispersal,1
India,2008,Asia,1,11,8,2008,12,8,2008,1,,1000,"Muslims, separatists, apple farmers","political behavior, process",killings,2
India,2015,Asia,1,4,3,2015,4,3,2015,1,2000-4999,1000s,Naga Students' Federation,"political behavior, process",ignore,1
India,2005,Asia,1,9,7,2005,11,7,2005,1,,100,Nagas,"political behavior, process",shootings,3
India,2001,Asia,1,1,7,2001,1,7,2001,0,,8000,"Nagas, Muslims","political behavior, process",ignore,1
India,1992,Asia,1,26,6,1992,26,6,1992,1,,1000,nationalists,"political behavior, process",killings,1
India,2016,Asia,1,28,11,2016,28,11,2016,0,>10000,Tens of thousands of people,Opposition Congress party,"political behavior, process",ignore,1
India,2009,Asia,1,11,12,2009,14,12,2009,0,,100,partition opponents,"political behavior, process",arrests,4
India,2015,Asia,1,25,8,2015,27,8,2015,1,>10000,500000,"Patidar community, Patidar Anamat Andolan Samiti","political behavior, process",crowd dispersal,3
India,2016,Asia,1,8,7,2016,20,8,2016,1,>10000,Tens of thousands of people,People encouraged by separatist leaders,"political behavior, process",crowd dispersal,44
India,2014,Asia,1,2,1,2014,2,1,2014,0,100-999,50+,protesters,"political behavior, process",ignore,1
India,2014,Asia,1,20,1,2014,20,1,2014,0,100-999,50+,protesters,"political behavior, process",crowd dispersal,1
India,2014,Asia,1,21,1,2014,21,1,2014,0,2000-4999,3000,protesters,"political behavior, process",ignore,1
India,2014,Asia,1,21,1,2014,21,1,2014,1,100-999,50+,protesters,"political behavior, process",crowd dispersal,1
India,2014,Asia,1,29,5,2014,29,5,2014,0,100-999,50+,protesters,"political behavior, process",ignore,1
India,2014,Asia,1,2,6,2014,2,6,2014,1,100-999,50+,protesters,"political behavior, process",crowd dispersal,1
India,2014,Asia,1,12,6,2014,12,6,2014,0,100-999,50+,protesters,"political behavior, process",ignore,1
India,2014,Asia,1,9,12,2014,9,12,2014,1,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
India,2015,Asia,1,17,4,2015,17,4,2015,1,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
India,2015,Asia,1,20,12,2015,20,12,2015,0,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
India,2013,Asia,1,17,7,2013,17,7,2013,1,,100s,relatives of poisoned children,"political behavior, process",crowd dispersal,1
India,2010,Asia,1,6,7,2010,6,7,2010,1,,100,separatists,"political behavior, process",killings,1
India,2010,Asia,1,23,7,2010,23,7,2010,0,,1000,separatists,"political behavior, process",crowd dispersal,1
India,2010,Asia,1,28,6,2010,28,6,2010,1,,50,separatists,"political behavior, process",killings,1
India,2010,Asia,1,1,8,2010,25,9,2010,1,,1000,separatists,"political behavior, process",killings,56
India,1994,Asia,1,17,1,1994,22,1,1994,1,,4000,Shiv Sena (hardline Hindu party),"political behavior, process",shootings,6
India,2006,Asia,1,20,9,2006,20,9,2006,1,,1000,shopkeepers,"political behavior, process",crowd dispersal,1
India,2006,Asia,1,30,10,2006,1,11,2006,1,,1000,shopkeepers,"political behavior, process",accomodation,3
India,2011,Asia,1,24,11,2011,7,12,2011,0,,10000s,"shopkeepers, wholesale markets","political behavior, process",accomodation,14
India,2000,Asia,1,21,3,2000,22,3,2000,1,,1000,Sikhs,"political behavior, process",ignore,2
India,2001,Asia,1,23,2,2001,23,2,2001,1,,100,"Sikhs, Muslims","political behavior, process",ignore,1
India,2007,Asia,1,22,2,2007,22,2,2007,0,,100,small shopkeepers,"political behavior, process",ignore,1
India,2007,Asia,1,9,8,2007,9,8,2007,0,,100,small shopkeepers,"political behavior, process",ignore,1
India,1990,Asia,1,17,8,1990,21,8,1990,0,,50,students,"political behavior, process",ignore,5
India,1990,Asia,1,24,8,1990,24,8,1990,1,,2000,students,"political behavior, process",crowd dispersal,1
India,2005,Asia,1,1,10,2005,1,10,2005,1,,100,students,"political behavior, process",killings,1
India,2006,Asia,1,7,3,2006,7,3,2006,0,,150,students,"political behavior, process",ignore,1
India,2014,Asia,1,7,3,2014,7,3,2014,0,100-999,100s,students,"political behavior, process",ignore,1
India,2016,Asia,1,1,2,2016,23,2,2016,0,2000-4999,Thousands of people,Students,"political behavior, process",arrests,23
India,1998,Asia,1,23,2,1998,23,2,1998,1,,1000,supporters of hardline Bharatiya Janata Party,"political behavior, process",accomodation,1
India,2011,Asia,1,4,6,2011,5,6,2011,0,,60000,Swami Ramdev (popular yoga guru),"political behavior, process",crowd dispersal,2
India,2009,Asia,1,4,12,2009,9,12,2009,1,,50,"Telangana separatists, students","political behavior, process",arrests,6
India,2013,Asia,1,20,2,2013,21,2,2013,1,,1000000s,trade unions,"political behavior, process",ignore,2
India,1990,Asia,1,22,9,1990,22,9,1990,1,,50,upper-caste students,"political behavior, process",crowd dispersal,1
India,1990,Asia,1,25,9,1990,27,9,1990,1,,1000,upper-caste students,"political behavior, process",killings,3
India,1991,Asia,1,14,2,1991,14,2,1991,0,,2000,"women, children","political behavior, process",ignore,1
India,2012,Asia,1,17,12,2012,4,1,2013,1,,10000s,women's groups,"political behavior, process",crowd dispersal,19
India,1992,Asia,1,17,6,1992,17,6,1992,1,,1000000,workers,"political behavior, process",crowd dispersal,1
India,2012,Asia,1,20,9,2012,21,9,2012,0,,1000000s,general strike,"price increases, tax policy",ignore,2
India,2012,Asia,1,19,3,2012,5,4,2012,1,,1000000,jewelers,"price increases, tax policy",crowd dispersal,18
India,2010,Asia,1,26,4,2010,29,4,2010,0,,1000,opposition supporters,"price increases, tax policy",ignore,4
India,2010,Asia,1,5,7,2010,5,7,2010,1,,1000,opposition supporters,"price increases, tax policy",arrests,1
India,2014,Asia,1,23,3,2014,23,3,2014,1,50-99,50+,protesters,"price increases, tax policy",ignore,1
India,1992,Asia,1,29,2,1992,29,2,1992,1,,50,rail commuters,"price increases, tax policy",ignore,1
India,2006,Asia,1,17,1,2006,17,1,2006,0,,1000,sugar farmers,"price increases, tax policy",ignore,1
India,2011,Asia,1,31,1,2011,31,1,2011,0,,10000s,trade unionists,"price increases, tax policy",ignore,1
India,2007,Asia,1,7,2,2007,7,2,2007,0,,1000,"women, BJP supporters","price increases, tax policy",ignore,1
India,2002,Asia,1,24,10,2002,24,10,2002,0,,1000,"Christians, Muslims",social restrictions,ignore,1
India,2004,Asia,1,20,8,2004,20,8,2004,0,,10000,female bartenders,social restrictions,ignore,1
India,1996,Asia,1,23,11,1996,23,11,1996,1,,1300,"feminists, Hindu nationalists",social restrictions,crowd dispersal,1
India,2016,Asia,1,27,11,2016,27,11,2016,0,100-999,Hundreds,Gay rights activists,social restrictions,ignore,1
India,2008,Asia,1,29,6,2008,29,6,2008,0,,1000,gay-rights activists,social restrictions,ignore,1
India,2007,Asia,1,29,5,2007,29,5,2007,1,,1000,Gujjars,social restrictions,killings,1
India,2008,Asia,1,23,5,2008,18,6,2008,1,,1000,Gujjars,social restrictions,killings,27
India,2000,Asia,1,30,1,2000,7,2,2000,1,,500,Hindu hardliners,social restrictions,accomodation,9
India,1994,Asia,1,7,10,1994,8,10,1994,1,,100,"local Hindus, local Muslims",social restrictions,shootings,2
India,2014,Asia,1,1,2,2014,1,2,2014,0,100-999,100s,protesters,social restrictions,ignore,1
India,2009,Asia,1,18,2,2009,18,2,2009,0,,1000,snake charmers,social restrictions,ignore,1
India,2014,Asia,1,1,2,2014,4,2,2014,0,100-999,50+,students,social restrictions,ignore,4
Indonesia,1997,Asia,1,2,2,1997,2,2,1997,1,,10000,factory workers,labor wage dispute,crowd dispersal,1
Indonesia,1995,Asia,1,11,12,1995,11,12,1995,0,,12000,labor,labor wage dispute,ignore,1
Indonesia,1998,Asia,1,5,1,1998,5,1,1998,1,,10000,street vendors,labor wage dispute,crowd dispersal,1
Indonesia,2007,Asia,1,29,5,2007,29,5,2007,0,,1000,surviors of mud slide,labor wage dispute,ignore,1
Indonesia,1994,Asia,1,11,2,1994,11,2,1994,0,,750000,unions,labor wage dispute,ignore,1
Indonesia,1994,Asia,1,14,4,1994,21,4,1994,1,,50000,unions,labor wage dispute,crowd dispersal,8
Indonesia,1994,Asia,1,2,2,1994,2,2,1994,0,,1000,workers,labor wage dispute,accomodation,1
Indonesia,2006,Asia,1,1,5,2006,1,5,2006,0,,1000,workers,labor wage dispute,ignore,1
Indonesia,2006,Asia,1,4,4,2006,5,4,2006,0,,20000,workers,labor wage dispute,ignore,2
Indonesia,2004,Asia,1,11,10,2004,11,10,2004,0,,100,slum dwelers,land farm issue,ignore,1
Indonesia,2000,Asia,1,24,3,2000,24,3,2000,1,,1000,villagers,land farm issue,accomodation,1
Indonesia,2006,Asia,1,23,2,2006,4,3,2006,0,,100,villagers,land farm issue,accomodation,10
Indonesia,2015,Asia,1,23,9,2015,23,9,2015,0,50-99,>50,villagers,land farm issue,ignore,1
Indonesia,2006,Asia,1,16,3,2006,16,3,2006,1,,3000,"villagers, students",land farm issue,shootings,1
Indonesia,1995,Asia,1,29,3,1995,29,3,1995,0,,50,Alliance of Independent Journalists ,police brutality,ignore,1
